ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
223,     6,     5,     7,     6,     0,     6,     3,     4,     9,     3,     3,     5,     2,     4,     3,     6,     5,     4,     1,     4
224,     0,     4,     1,     7,     3,     7,     9,     4,     1,     9,     8,     4,     8,     3,     7,     5,     8,     6,     5,     5
225,     5,     7,     6,     8,     7,     8,     7,     4,     5,     9,     0,     5,     3,     8,     2,     7,     8,     3,     7,     1
226,     4,     5,     6,     8,     3,     7,     8,     6,     5,     7,     5,     8,     4,     7,     4,     5,     7,     6,     4,     3
227,     1,     1,     0,     8,     1,     3,     8,     7,     0,    10,     8,     6,     8,     1,     4,     4,     8,     3,     6,     6
228,     2,     4,     4,     9,     4,     8,     8,     6,     6,     7,     1,     9,     8,     5,     3,     3,     8,     6,     7,     2
229,     4,     2,     0,     8,     4,     4,     8,     8,     3,     8,     6,     7,     5,     2,     4,     6,     9,     4,     6,     6
230,     8,     7,     9,     5,     2,     9,     3,     8,     8,     4,     1,     4,     3,     3,     6,     7,     5,     4,     2,     4
231,     1,     1,     1,     9,     1,     6,     9,     7,     0,     9,     7,     5,     8,     2,     7,     5,    10,     3,     5,     7
232,     4,     7,     9,     5,     0,     9,     5,     4,     7,     2,     1,     8,     1,     1,     5,     4,     8,     2,     0,     6
233,     2,     1,     3,     8,     4,     8,     7,     5,     0,     8,     9,     6,     5,     3,     7,     5,     8,     4,     6,     6
234,     1,     0,     1,     9,     3,     5,    10,     4,     0,     6,    10,     4,     6,     2,     5,     5,     8,     4,     4,     6
235,     2,     2,     5,     7,     1,     4,     8,     5,     0,     9,     8,     7,     7,     3,     7,     4,     9,     6,     6,     7
236,     6,     3,     5,     6,     7,     6,     7,     8,     5,     8,     2,     6,     2,     3,     4,     6,     7,     2,     4,     4
237,    10,    10,     9,     8,     7,     5,     8,     4,     4,     3,     4,     6,     0,     4,     1,     1,     1,     8,     6,     1
238,     4,     9,     9,     6,     0,     9,     4,     8,     9,     1,     2,     7,     2,     1,     3,     7,     8,     4,     0,     4
239,     6,     2,     6,     7,     6,     9,     8,     3,     4,     9,     3,     4,     4,     7,     3,     4,     7,     3,     4,     3
240,     5,     3,     3,     7,     1,     5,     7,     5,     2,     7,     8,     2,     7,     6,     6,     5,    10,     1,     3,     8
241,     3,     3,     6,     7,     2,     7,     7,     4,     1,     9,     9,     3,     7,     5,     3,     4,     7,     5,     8,     6
242,     4,     3,     7,     8,     5,     7,     7,     6,     5,     7,     4,     2,     5,     7,     2,     6,     7,     8,     3,     1
243,     7,     4,     6,     8,     6,     6,     6,     6,     8,     9,     5,     4,     6,     6,     3,     7,     9,     4,     5,     3
244,     3,     1,     3,     6,     4,     9,     8,     7,     2,    10,     7,     6,     6,     2,     5,     5,    10,     2,     6,     6
245,     9,     7,     5,     8,     8,     5,     6,     5,     4,     3,     0,     5,     8,     1,     4,     3,     1,     5,     4,     1
246,     5,     4,     9,     8,     0,     9,     8,     6,    10,     3,     2,     6,     3,     3,     5,     9,     8,     5,     1,     3
247,     4,     9,     7,     6,     0,     5,     3,     4,    10,     3,     2,     7,     3,     3,     2,     3,     7,     4,     1,     4
248,     9,     7,     5,     8,     9,     9,     7,     7,     4,     2,     3,     5,     1,     2,     2,     3,     1,     2,     2,     3
249,     0,     3,     4,     9,     1,     5,     8,     6,     1,     8,     7,     5,     8,     4,     7,     7,     9,     4,     5,     5
250,    10,     8,     7,     7,    10,     6,     9,     2,     4,     4,     2,     4,     4,     2,     0,     4,     1,     2,     4,     2
251,     1,     2,     4,     9,     2,     8,     7,     6,     1,     6,     7,     3,     5,     3,     7,     5,     9,     4,     5,     5
252,     9,     7,     8,     6,     1,     8,     5,     3,     7,     2,     0,     6,     2,     3,     3,     6,     7,     8,     2,     4
253,     5,     3,     3,    10,     0,     6,     7,     5,     2,     8,     8,     5,     5,     2,     7,     5,     5,     6,     5,     1
254,     6,     6,     9,     6,     1,     7,     9,     4,    10,     3,     1,     5,     3,     2,     6,     3,     7,     5,     0,     4
255,     4,     5,     8,     7,     8,     6,     7,     5,     6,     7,     1,     3,     4,     4,     0,     3,     9,     6,     5,     4
256,     4,     4,     9,     6,     0,     7,     4,     5,     8,     3,     0,     4,     3,     2,     5,     6,     8,     4,     0,     2
257,     4,     2,     2,     6,     3,     9,     7,     5,     2,     9,     7,     4,     7,     3,     2,     6,     9,     5,     6,     5
258,     9,     7,     6,     6,     8,     3,     9,     3,     5,     1,     3,     9,     4,     4,     2,     5,     0,     3,     8,     4
259,    10,     8,     6,     8,     9,     7,     9,     3,     3,     4,     2,     5,     5,     0,     3,     4,     1,     4,     6,     2
260,     0,     3,     1,     9,     4,     4,     8,     3,     0,     7,     7,     7,     6,     5,     4,     8,     8,     5,     5,     4
261,    10,    10,     6,     8,     9,     8,     6,     6,     9,     2,     3,     7,     4,     2,     2,     7,     0,     3,     8,     4
262,     1,     2,     4,     9,     1,     7,     6,     5,     1,     9,     9,     2,     5,     2,     7,     4,     8,     6,     7,     8
263,     9,     7,     9,     9,     9,     7,     7,     7,     5,     2,     1,     4,     5,     1,     4,     5,     0,     4,     6,     4
264,    10,    10,     8,     8,     6,     5,     8,     6,     6,     2,     2,     4,     3,     2,     2,     6,     2,     6,     5,     3
265,     2,     3,     2,     8,     2,     4,     5,     6,     0,     8,     8,     5,     7,     2,     6,     8,     9,     6,     7,     5
266,     4,     2,     8,     5,     7,     7,     6,     5,     6,    10,     4,     3,     8,     4,     1,     4,     7,     4,     6,     2
267,     7,     1,     7,     5,     4,     6,     9,     4,     5,     8,     2,     7,     5,     6,     4,     4,     7,     6,     4,     2
268,     2,     2,     3,     9,     3,     6,     9,     5,     1,     7,     7,     5,     7,     3,     6,     7,     7,     4,     1,     6
269,     4,     2,     6,     4,     5,     7,     7,     2,     5,     8,     2,     4,     5,     4,     2,     6,     5,     3,     7,     0
270,     5,     2,     7,     8,     4,     7,     9,     5,     7,     9,     3,     5,     5,     7,     5,     4,     7,     2,     5,     2
271,     1,     3,     1,     9,     2,     4,     8,     5,     1,     7,     9,     8,     8,     1,     2,     6,     9,     5,     7,     4
272,     7,     1,     6,     9,     7,     5,     6,     5,     4,     6,     2,     8,     2,     9,     4,     5,     9,     6,     7,     2
273,    10,     8,     6,     7,     8,     7,     7,     7,     5,     1,     4,     9,     5,     0,     4,     6,     1,     6,     7,     2
274,    10,    10,     9,     8,     5,     5,    10,     5,     5,     2,     3,     6,     1,     4,     1,     5,     2,     2,     5,     2
275,     3,     1,     1,     6,     2,     6,    10,     3,     1,     8,     6,     7,     5,     7,     5,     6,     7,     3,     4,     5
276,     6,     7,     9,     4,     0,     9,     5,     3,     5,     1,     1,     6,     0,     2,     2,     6,     8,     7,     0,     4
277,     3,     3,     9,     7,    10,     6,     8,     9,     5,     8,     1,     3,     5,     9,     4,     5,     5,     6,     9,     2
278,    10,     6,     9,    10,    10,     6,     6,     4,     8,     0,     3,     5,     4,     0,     2,     5,     0,     3,     6,     1
279,     9,     7,     8,     8,     5,     7,     9,     8,     2,     3,     0,     6,     3,     3,     3,     3,     3,     5,     6,     6
280,     7,     4,     7,     5,     6,     5,     6,     5,     6,     8,     1,     7,     2,     5,     3,     2,     8,     5,     5,     3
281,     8,     6,     9,     6,     0,     8,     3,     7,     8,     4,     0,     4,     1,     5,     2,     6,     7,     4,     1,     3
282,     2,     0,     1,     8,     5,     7,     8,     5,     0,     6,     8,     6,     7,     3,     3,     4,     8,     6,     5,     7
283,     6,     3,     5,     8,     7,     3,     8,     7,     5,     7,     0,     9,     2,     4,     3,     7,     9,     3,     5,     0
284,     3,     3,     8,     9,     5,     6,     9,     3,     5,     9,     1,     7,     6,     4,     4,     3,     7,     5,     5,     1
285,     4,     3,     7,     7,     6,     3,     9,     2,     5,     8,     2,     5,     5,     6,     0,     4,     5,     5,     7,     4
286,     6,     2,     6,     8,     5,     5,     5,     3,     3,     9,     4,     7,     4,     7,     0,     8,     6,     2,     4,     4
287,     4,     7,     8,     3,     1,     7,     4,     5,     5,     2,     1,     5,     5,     0,     5,     3,     9,     4,     0,     1
288,    10,     7,     7,     9,     8,     8,     8,     3,     5,     0,     2,     4,     5,     0,     2,     6,     1,     4,     7,     3
289,     9,     7,     8,    10,     8,     7,     5,     6,     7,     3,     2,     6,     6,     2,     2,     6,     2,     6,     8,     2
290,     5,     9,     8,     7,     0,     5,     4,     7,     9,     6,     1,     5,     0,     3,     1,     2,     6,     7,     0,     1
291,     5,     6,     8,     5,     1,     7,     5,     5,     7,     3,     3,     4,     2,     2,     3,     3,     7,     3,     0,     5
292,     9,     7,     9,     9,     8,     6,    10,     5,     4,     4,     3,     4,     4,     4,     2,     5,     0,     2,     3,     3
293,     9,     8,     9,     8,     7,     7,     7,     5,     7,     3,     2,     3,     2,     4,     4,     7,     1,     4,     5,     3
294,     8,    10,     6,     9,     7,     7,     8,     4,     4,     3,     3,     8,     6,     3,     4,     5,     0,     6,     4,     2
295,     3,     2,     1,     8,     0,     7,     8,     3,     2,     9,     9,     7,     6,     5,     3,     5,     6,     3,     7,     6
296,     5,     5,    10,     5,     0,     9,     4,     7,     7,     2,     0,     6,     6,     3,     3,     5,     9,     3,     1,     4
297,     0,     1,     2,     6,     4,     3,     8,     4,     1,     9,     8,     5,     6,     3,     6,     4,     7,     5,     3,     6
298,     7,     6,    10,     9,     1,     6,     3,     5,     7,     2,     4,     9,     5,     3,     4,     9,     9,     3,     1,     2
299,     1,     3,     3,    10,     2,     6,    10,     6,     1,     7,     7,     6,     7,     4,     3,     5,     7,     6,     5,     7
300,     2,     4,     3,     8,     5,     6,     6,     6,     1,     8,     7,     5,     8,     2,     7,     4,     9,     4,     3,     5
301,     3,     1,     4,     7,     3,     6,     9,     5,     0,    10,     9,     6,     8,     2,     7,     5,     9,     6,     8,     7
302,     5,     1,     7,     8,     5,     7,     8,     5,     7,     6,     2,     5,     5,     5,     3,     3,     5,     7,     3,     2
303,     8,     8,     6,     8,     6,     7,     8,     6,     6,     4,     1,     4,     2,     1,     4,     2,     1,     6,     4,     2
304,     1,     1,     3,     8,     0,     6,     7,     8,     0,     9,     9,     3,     7,     0,     5,     4,     8,     5,     4,     7
305,     0,     2,     2,     7,     2,     8,     6,     6,     2,    10,     9,     5,     8,     1,     6,     6,     8,     3,     5,     7
306,     1,     2,     4,     7,     1,     9,     8,     3,     2,     8,     6,     9,     9,     2,     7,     2,     8,     2,     1,     8
307,     3,     4,     2,     8,     3,     3,     9,     5,     0,     9,     6,     7,     6,     3,     7,     4,     9,     4,     5,     8
308,     5,     4,    10,     3,     1,     6,     6,     8,    10,     2,     3,     5,     3,     1,     6,     7,     9,     6,     0,     5
309,     9,     9,     8,     9,     7,    10,     7,     7,     3,     2,     4,     5,     5,     1,     1,     4,     1,     2,     7,     3
310,     5,     4,     5,     6,     4,     6,     6,     5,     3,     9,     1,     5,     2,     8,     2,     4,     6,     6,     3,     1
311,     6,     7,     7,     8,     2,     5,     5,     4,     8,     0,     1,     6,     4,     2,     0,     3,    10,     5,     0,     2
312,     4,     7,     9,     7,     0,     5,     3,     5,     8,     3,     2,     4,     1,     3,     5,     3,    10,     3,     1,     2
313,     4,     3,     8,     8,     7,     7,     4,     5,     5,     9,     2,     6,     3,     6,     4,     3,     8,     5,     6,     0
314,    10,     9,     6,     9,     7,     4,     9,     4,     7,     0,     1,     3,     2,     3,     3,     5,     1,     5,     5,     3
315,     1,     1,     2,     6,     2,     5,     9,     5,     2,     9,     6,     6,     7,     2,     5,     6,     9,     7,     4,     5
316,     6,     3,     9,     6,     0,     4,     5,     4,     8,     1,     0,     7,     3,     3,     3,     4,     8,     8,     1,     4
317,     7,     1,     9,     7,     5,     9,     7,     5,     5,    10,     3,     4,     5,     4,     4,     7,     5,     4,     4,     0
318,     2,     1,     3,     7,     3,     7,    10,     5,     0,     6,     7,     5,     8,     2,     6,     3,    10,     3,     6,     8
319,     1,     3,     1,    10,     3,     7,     7,     6,     2,    10,     9,     7,     8,     3,     5,     2,     6,     4,     5,     5
320,     1,     4,     1,     7,     4,     7,     8,     3,     0,     6,     9,     4,     7,     2,     4,     3,     9,     5,     6,    10
321,     5,     2,     5,     7,     3,     5,     5,     4,     4,     8,     0,     6,     2,     8,     2,     5,     8,     6,     6,     2
322,     0,     1,     1,     9,     4,     8,     8,     5,     1,     7,     9,     6,     7,     1,     8,     8,     9,     5,     6,     4
323,     3,     5,     1,     8,     3,     7,     6,     4,     2,    10,     8,     6,     8,     0,     4,     6,     8,     8,     4,     5
324,     4,     2,     3,     8,     2,     8,     8,     4,     2,     9,     7,     3,     6,     2,     7,     6,     7,     4,     6,     5
325,     2,     2,     2,     6,     4,     8,     7,     4,     2,     8,     7,     6,     7,     5,     6,     4,     7,     6,     7,     6
326,     8,     6,     8,     5,     1,     9,     6,     5,     9,     3,     1,     4,     2,     3,     3,     3,     7,     4,     0,     4
327,     6,     5,     9,     8,     1,     8,     1,     4,     7,     3,     0,     7,     3,     5,     1,     6,     7,     3,     0,     3
328,     5,     8,     9,     7,     0,     6,     6,     5,     7,     0,     1,     4,     4,     1,     3,     6,    10,     5,     0,     3
329,     4,     4,     3,    10,     3,     2,     9,     5,     1,     7,     8,     5,     7,     2,     7,     7,     7,     3,     4,     5
330,     1,     3,     3,     9,     5,     7,     8,     5,     2,     9,     6,     4,     5,     4,     7,     5,     8,     5,     7,     4
331,     6,     2,     7,     7,     6,     5,     7,     6,     4,    10,     1,     5,     5,     7,     4,     4,     8,     6,     3,     0
332,     5,     2,     5,     6,     6,     7,     8,     6,     4,     6,     1,     6,     2,     6,     4,     6,     8,     3,     4,     3
333,     4,     1,     7,     6,     7,     9,    10,     6,     5,     8,     4,     4,     4,     5,     2,     4,     7,     5,     5,     2
334,    10,     9,     9,    10,     9,     5,     8,     3,     8,     2,     1,     8,     5,     1,     2,     4,     0,     8,     5,     2
335,     5,     4,     4,     4,     6,     7,     5,     3,     6,     9,     3,     6,     7,     5,     1,     7,     6,     6,     7,     1
336,    10,     6,     6,    10,    10,     6,     8,     4,     3,     2,     0,     7,     2,     3,     4,     3,     1,     3,     6,     1
337,     4,     5,     7,     8,     6,     8,     6,     6,     6,     5,     1,     6,     4,     4,     3,     8,     8,     5,     3,     4
338,     9,     8,     5,     9,     8,     5,     8,     2,     6,     3,     1,     6,     2,     2,     2,     7,     1,     3,     4,     5
339,     5,     7,     8,     5,     1,     6,     4,     6,    10,     1,     2,     5,     4,     3,     3,     5,     6,     4,     0,     4
340,    10,     7,    10,     8,     7,     8,     8,     3,     7,     2,     2,     6,     4,     2,     1,     6,     3,     2,     3,     3
341,     9,     3,     9,     5,     0,     8,     3,     7,     9,     1,     0,     3,     6,     1,     4,     5,     7,     4,     0,     2
342,     7,     8,     8,     5,     0,     7,     4,     4,     9,     2,     1,     6,     4,     1,     2,     5,     8,     3,     2,     7
343,     1,     3,     1,    10,     0,     3,     8,     8,     2,     7,     8,     6,     8,     0,     4,     2,     8,     3,     6,     7
344,    10,     8,     6,     7,     8,     6,     9,     7,     5,     6,     2,     4,     3,     3,     3,     3,     0,     6,     5,     3
345,     9,     9,     9,    10,    10,     9,     9,     7,     6,     4,     2,     6,     3,     1,     3,     3,     0,     6,     7,     3
346,     2,     3,     4,     8,     2,     5,     9,     7,     0,     9,     7,     3,     8,     1,     9,     6,     7,     6,     6,     5
347,     6,     5,     9,     6,     0,     7,     4,     5,     6,     4,     0,     5,     4,     4,     3,     5,     7,     6,     0,     3
348,     8,     6,     8,     7,     0,     9,     4,     5,     6,     1,     1,     3,     3,     1,     3,     7,     8,     4,     0,     3
349,    10,     7,     7,     8,    10,     7,     7,     5,     7,     1,     2,     6,     3,     2,     0,     7,     2,     3,     4,     1
350,     5,     1,     1,     9,     2,     6,    10,     6,     2,     7,    10,     7,     6,     2,     3,     7,     9,     5,     5,     9
351,     4,     4,    10,     7,     2,     6,     4,     6,     8,     4,     1,     4,     0,     2,     1,     4,     8,     6,     2,     3
352,     2,     1,     1,     9,     2,     5,     7,     4,     1,     8,     9,     6,     8,     1,     5,     8,     9,     4,     5,    10
353,     1,     1,     2,     8,     1,     6,     8,     4,     2,     6,     9,     5,     6,     5,     4,     6,     8,     3,     5,     6
354,     5,     1,     9,     6,     3,     6,     7,     7,     5,     8,     4,     5,     2,     7,     4,     9,     8,     4,     5,     1
355,     5,     2,     6,     8,     8,     8,     5,     5,     5,     8,     2,     5,     8,     3,     1,     5,     6,     5,     4,     2
356,     0,     2,     5,     7,     5,     6,     9,     6,     1,     9,     8,     5,     6,     4,     8,     5,     8,     7,     8,     6
357,     2,     4,     1,     8,     5,     4,     8,     6,     1,     9,     9,     5,     7,     1,     6,     6,     5,     6,     2,     9
358,     6,     2,     5,     8,    10,     5,     7,     5,     8,     9,     2,     5,     4,     5,     2,     7,     9,     5,     5,     3
359,     9,     5,     7,     8,     8,     5,     7,     4,     6,     1,     0,     7,     4,     2,     1,     3,     1,     6,     6,     3
360,     1,     4,     4,    10,     2,     7,    10,     4,     2,     7,     9,     7,     7,     3,     3,     4,     7,     4,     3,     4
361,     0,     2,     0,     7,     2,     5,     8,     3,     0,     8,     7,     5,     7,     1,     7,     6,     9,     5,     7,     6
362,     5,     9,     8,     3,     0,     6,     5,     7,     8,     2,     3,     7,     1,     1,     2,     4,     9,     5,     1,     3
363,     9,     9,     6,     9,     7,     7,    10,     4,     3,     1,     1,     8,     4,     3,     4,     7,     0,     6,     5,     0
364,     4,     6,     9,     6,     0,     4,     4,     5,     9,     2,     1,     7,     3,     2,     2,     4,     6,     7,     0,     3
365,     3,     1,     2,     8,     2,     5,     8,     4,     0,     7,     8,     6,     7,     4,     5,     6,     9,     1,     4,     7
366,     1,     3,     2,     6,     2,     8,     7,     7,     2,     7,    10,     7,     6,     2,     6,     4,     7,     4,     2,     5
367,     6,     7,    10,     7,     0,     8,     4,     7,     8,     2,     2,     4,     1,     2,     2,     4,     8,     6,     1,     3
368,     3,     2,     1,     8,     1,     6,    10,     6,     2,     7,     6,     4,     7,     1,     4,     4,    10,     4,     6,     4
369,     2,     1,     2,     6,     5,     5,     8,     5,     0,     8,     7,     8,     6,     3,     7,     5,     7,     7,     5,     7
370,     4,     2,     7,     6,     5,     8,     7,     6,     6,     8,     1,     6,     2,     6,     4,     5,     6,     5,     3,     2
371,     6,     6,     7,     6,     0,    10,     7,     2,     8,     2,     2,     6,     0,     4,     5,     4,     8,     5,     1,     5
372,    10,     9,     9,    10,     8,     7,     8,     7,     6,     1,     5,     3,     5,     2,     3,     5,     0,     4,     5,     2
373,     1,     3,     2,     7,     4,     5,     7,     3,     0,     9,     8,     3,     6,     3,     5,     2,     6,     5,     4,     6
374,     5,     6,    10,     2,     0,     4,     6,     7,     9,     3,     0,     7,     3,     3,     3,     5,     8,     5,     0,     3
375,     3,     2,     5,    10,     4,     7,    10,     4,     1,    10,     9,     3,     7,     6,     5,     3,     9,     4,     5,     5
376,     2,     2,     9,     6,     8,     7,     7,     1,     5,     8,     1,     3,     5,     4,     2,     8,     6,     4,     5,     2
377,     2,     1,     1,     9,     2,     4,     9,     5,     1,     9,     9,     7,     7,     4,     6,     4,     8,     5,     6,     6
378,     3,     4,     8,     9,     7,     7,     8,     6,     7,     8,     4,     7,     6,     5,     2,     3,     7,     7,     8,     3
379,     2,     1,     3,     8,     1,     5,    10,     2,     1,     9,     9,     6,     4,     1,     7,     3,     8,     3,     2,     5
380,     0,     2,     0,     8,     4,     8,     6,     6,     2,    10,     8,     6,     9,     4,     7,     2,    10,     5,     4,     5
381,     7,     9,    10,     8,     8,     8,    10,     7,     7,     2,     4,     6,     4,     2,     2,     4,     0,     7,     4,     1
382,     2,     2,     0,     6,     4,     5,     8,     7,     0,     9,     6,     4,     6,     4,     8,     6,     7,     1,     4,     5
383,     1,     2,     3,     7,     2,     7,     9,     4,     1,     8,     8,     5,     7,     4,     5,     4,     8,     6,     3,     3
384,     6,     6,    10,     5,     1,     7,     6,     6,     9,     3,     3,     7,     3,     2,     3,     5,     6,     6,     0,     3
385,     9,     6,     7,     7,     9,     6,     7,     6,     5,     0,     1,     7,     3,     2,     1,     4,     1,     4,     7,     0
386,     7,     6,     9,     3,     0,     8,     4,     6,     9,     6,     0,     5,     3,     2,     1,     6,     6,     5,     1,     4
387,     9,     7,     9,     9,     8,     8,    10,     5,     4,     4,     3,     5,     5,     2,     4,     7,     2,     2,     5,     2
388,     3,     2,     5,     9,     3,     6,     8,     5,     1,     9,     9,     4,     7,     3,     7,     4,     7,     7,     6,     5
389,     3,     3,     3,     9,     3,     4,     8,     5,     1,     9,     7,     4,     6,     2,     7,     1,     9,     5,     9,     7
390,     9,     6,     8,     8,     0,     8,     4,     6,     9,     3,     0,     6,     0,     3,     3,     2,     8,     6,     0,     1
391,     2,     1,     3,     6,     2,     4,    10,    10,     0,     7,     7,     6,     7,     6,     7,     4,     9,     2,     5,     9
392,     7,     7,    10,     8,     1,     7,     3,     6,     7,     2,     1,     3,     1,     4,     1,     4,     7,     3,     1,     1
393,    10,     9,     9,     8,     6,     6,     9,     6,     7,     2,     1,     6,     5,     2,     0,     7,     0,     6,     7,     1
394,    10,     8,     9,     6,     7,     7,     9,     6,     6,     3,     1,     5,     4,     2,     1,     4,     1,     6,     4,     2
395,     5,     5,     5,     6,     4,     7,     7,     7,     7,     9,     1,     7,     2,     8,     5,     6,     6,     6,     4,     2
396,     5,     7,     9,     6,     0,     5,     6,     4,     8,     3,     1,     4,     2,     3,     1,     5,     8,     3,     2,     0
397,     0,     2,     2,     7,     2,     3,     7,     6,     1,    10,     8,     5,     7,     3,     5,     6,     9,     3,     3,     5
398,     8,     9,     6,    10,     7,     7,     7,     4,     4,     1,     4,     7,     4,     4,     3,     3,     1,     6,     1,     1
399,    10,     9,     6,     8,     9,     6,     8,     6,     5,     2,     2,     7,     8,     6,     1,     6,     1,     6,     4,     1
400,     2,     3,     5,     8,     2,     8,     6,     6,     0,     7,     6,     7,    10,     1,     9,     4,     6,     3,     6,     6
401,     4,     5,     6,     8,     4,     4,     6,     6,     5,     8,     1,     7,     5,     5,     2,     8,     9,     6,     6,     2
402,     2,     6,     8,     3,     0,     6,     3,     5,     8,     2,     0,     4,     5,     1,     2,     5,    10,     9,     2,     6
403,     3,     3,     4,     7,     8,     2,     8,     5,     7,     8,     2,     3,     4,     5,     5,     5,     7,     5,     8,     1
404,     2,     4,    10,     6,     0,     8,     4,     5,    10,     1,     1,     4,     4,     2,     3,     5,     6,     8,     2,     2
405,     1,     2,     3,     9,     1,     6,     8,     5,     2,     9,     8,     5,     4,     2,     7,     4,     7,     2,     5,     6
406,     1,     2,     1,     6,     2,     5,     7,     5,     3,     8,     8,     6,     8,     3,     4,     4,     9,     2,     7,     5
407,     6,     2,     7,     8,     7,     4,     8,     6,     7,     7,     3,     5,     6,     6,     3,     4,     6,     6,     5,     3
408,     2,     3,     2,     8,     2,     7,     8,     7,     1,     9,     8,     5,     5,     3,     8,     5,     6,     4,     6,     4
409,    10,     8,    10,     8,    10,     5,     9,     6,     5,     0,     1,     7,     1,     5,     3,     9,     0,     5,     5,     2
410,     3,     3,     4,     9,     2,     8,     7,     6,     1,     9,     7,     6,     7,     2,     6,     3,     8,     3,     5,     5
411,     1,     2,     0,     7,     2,     7,     9,     7,     0,     7,     5,     3,     7,     1,     9,     7,     8,     6,     3,     3
412,     8,     5,     8,     4,     0,     9,     5,     7,     7,     1,     2,     5,     4,     3,     4,     6,     8,     5,     1,     1
413,     2,     0,     1,     8,     4,     3,     8,     4,     2,     9,     8,     1,     6,     3,     5,     4,     7,     4,     7,     7
414,     6,     2,     7,     5,     4,     6,     6,     5,     5,     8,     3,     4,     4,     5,     1,     5,     8,     4,     6,     2
415,     5,     6,     9,     8,     0,     9,     3,     3,     5,     0,     0,     6,     5,     4,     2,     5,     8,     4,     0,     4
416,     4,     4,     5,     8,     3,     4,     7,     4,     6,     9,     3,     8,     3,     7,     1,     8,     7,     2,     6,     0
417,     1,     1,     5,     8,     2,     6,     8,     3,     0,     4,     9,     6,     9,     4,     6,     4,     7,     5,     8,     6
418,     6,     7,     9,     8,     0,     5,     5,     8,     8,     2,     3,     6,     5,     3,     3,     4,     8,     4,     0,     4
419,     6,     2,     7,     8,     6,     7,     9,     4,     6,     8,     4,     7,     7,     6,     2,     6,     9,     6,     7,     0
420,     3,     1,     3,     7,     3,     6,     9,     4,     1,    10,     6,     5,     7,     2,     6,     7,     7,     2,     5,     7
421,     3,     2,     2,     9,     2,     6,     8,     6,     2,     9,     9,     6,     6,     2,     5,     7,     6,     7,     9,     7
422,     6,     3,     9,     5,     0,     7,     3,     5,     9,     3,     2,     4,     3,     3,     1,     1,     8,     4,     0,     5
423,     1,     3,     0,     6,     4,     6,     7,     9,     0,     9,     8,     5,     6,     3,    10,     5,     9,     5,     2,     8
424,     7,     2,     8,     7,     6,     7,     6,     5,     6,     8,     1,     5,     4,     9,     3,     5,     6,     5,     4,     2
425,    10,     7,     6,     9,     8,     7,     9,     4,     3,     3,     4,     6,     2,     2,     1,     3,     3,     6,     4,     1
426,    10,     9,     7,     8,     7,     6,     8,     4,     6,     2,     2,     8,     5,     3,     3,     7,     1,     7,     8,     2
427,    10,     6,     8,     8,     8,     8,     9,     4,     6,     2,     2,     7,     6,     3,     2,     6,     0,     7,     3,     4
428,     6,     4,     9,     8,     4,     8,     8,     7,     7,    10,     2,     9,     6,     4,     4,     4,     7,     3,     5,     2
429,     1,     2,     2,     6,     2,     6,     7,     3,     0,     7,     9,     4,     7,     2,     6,     4,     9,     5,     4,     6
430,     3,     2,     2,     8,     3,     6,     7,     6,     1,     8,    10,     9,     6,     1,     9,     4,     7,     4,     5,     5
431,     4,     5,     9,     7,     3,     8,     4,     4,     9,     0,     2,     8,     6,     3,     3,     5,     6,     4,     0,     3
432,     2,     2,     0,     8,     6,     6,     8,     4,     0,    10,     8,     5,     4,     4,     7,     3,     9,     6,     3,     4
433,     4,     1,     4,     6,     4,     5,     8,     4,     3,     6,     2,     7,     4,     7,     8,     3,     8,     1,     4,     1
434,     3,     8,    10,     3,     0,     7,     6,     3,     8,     1,     1,     9,     4,     2,     5,     4,     6,     6,     1,     3
435,     2,     0,     2,     9,     3,     4,     9,     7,     0,     9,     6,     2,    10,     1,     7,     6,     7,     3,     4,     5
436,     3,     1,     2,     6,     2,     6,    10,     5,     1,     7,     8,     5,     6,     4,     5,     4,     7,     5,     4,     8
437,     3,     0,     8,    10,     5,     6,     7,     3,     6,     9,     2,     7,     4,     4,     2,     4,     9,     6,     8,     2
438,     4,     6,     9,     6,     0,     8,     7,     3,     9,     1,     0,     5,     1,     2,     4,     3,     9,     4,     0,     3
439,     5,     8,     7,     2,     0,     5,     4,     6,     8,     2,     2,     5,     2,     3,     3,     6,     7,     4,     0,     3
440,     3,     2,     2,     8,     1,     7,     5,     4,     1,     8,     8,     4,     9,     1,     6,     3,     9,     8,     4,     6
441,     4,     3,     1,     9,     4,     7,     7,     2,     0,    10,     7,     5,     7,     0,     9,     6,     7,     2,     6,     6
442,     0,     2,     2,     6,     2,     4,     9,     6,     0,     9,     5,     3,     9,     3,     5,     7,    10,     7,     7,     8
443,     5,     6,     8,     6,     0,     8,     4,     3,    10,     2,     2,     8,     4,     1,     3,     3,    10,     5,     0,     5
444,     5,     5,     9,     6,     0,     5,     6,     3,     6,     1,     2,     6,     2,     4,     3,     4,     8,     3,     1,     3
445,     5,     3,     6,     9,     7,     5,     7,     3,     4,     6,     1,     4,     4,     3,     5,     4,     8,     5,     6,     0
446,     5,     2,     6,     7,     4,     6,     7,     3,     5,     8,     0,     7,     6,     7,     2,     2,     8,     5,     4,     1
